text,positive,negative,assigned,Jakob,Jamie,Darren,Final Decision,Agree w/ Vader,Heather
"Trolls? 1. Start with VAERS. 2. Speak to parents who lost their college age students to vaccine induced Myocarditis (RIP Simone Scott). 3. Speak with Dr. Bhattacharya, Dr. Risch, Dr. Peter McCullough, Dr. Noorchashm, Dr Kuldorff 4. Become familiar with Nuremberg code.",0.00,1.00,Negative,,,,n,,n
"Professors warn mandating college students get COVID-19 vaccines violates medical ethics, say schools should not treat them like guinea pigs - TheBlaze",0.00,1.00,Negative,,,,u,,u
"The data/science says that young, healthy college athletes have a 99.9% survival rate. The coaches/umpires that could be higher risk have had the ability to get a vaccine (not required since we live in a free country) The players had a higher % of getting hit with an earthquake.",0.80,0.20,Positive,,,,a,,a
"&gt; According to Vice, sperm is not a low-demand and high supply market. Those looking to make babies in vitro really do want the highest quality semen available: college educated sperm that is free of disease and physical abnormalities.",1.00,0.00,Positive,,,,u,,u
"Order that protects the rights of public college and university students. Under the EO, students cannot be mandated to get the jab, show a vaccine passport, wear a mask or be tested for COVID-19 in order to attend classes.10. A Florida appeals court has ruled that bodily",1.00,0.00,Positive,,,,u,,u
"No vaccine, thenNo bus passNo train passNo metroNo passportKyc in bankNo admission in school, college, etcNo subsidy of any sort..Unlike other diseases the consequences of not to vaccinate is not limited to the individual, it endangers the entire population.",0.43,0.57,Negative,,,,p,,p
"However, I live pretty rurally, and Im still with my mom until I start college and eventually move out, and my mom is still very skeptical about said vaccine. She doesnt want vaccines for any of me or my siblings.",0.46,0.54,Negative,,,,a,,a
Inaugural session of Vaccine for future India a special vaccination drive for Students at Sharada Vilas College.#KRVaccineDrive,1.00,0.00,Positive,,,,p,,p
Tomorrow is reserved for writing Acknowledgement Letters to all those college kids who thanked him for their free vaccine.,1.00,0.00,Positive,,,,p,,p
"Nevada launches vaccine incentive lottery with cash prizes, college scholarships",1.00,0.00,Positive,,,,u,,u
Bristol Community College to host COVID-19 vaccine clinic tomorrow - free giveaways including college tuition. Check it out!,1.00,0.00,Positive,,,,p,,p
"the fact that the vaccine is becoming mandatory is absolutely ridiculous. if your a healthy teenager like 99% of athletes in college, you should not be FORCED to get the vaccine so you can play the sport you love and more importantly further your education.",0.87,0.13,Positive,,,,a,,a
"So remember when said college students shouldnt have to get vaccinated or have to get tested? Well, it turns out the governor says that applies only to the politically controversial COVID vaccine.",0.54,0.46,Positive,,,,a,,a
continues to provide how incompetent he is with his mismanagement of the COVID vaccine program by not requiring that college students be vaccinated. Thankfully he cant be re-elected!,0.45,0.55,Negative,,,,p,,p
"Simple get vaccinated. No vaccine, dont play college sports.",0.00,1.00,Negative,,,,p,,p
"Shes gotta be the dumbest HW that thinks shes smart, considering she uses the I went to college line all the time. Just because you have antibodies doesnt mean you cant get sick with it or dont need the vaccine!",0.63,0.37,Positive,,,,p,,p
"VIDEO: Murphy Discusses College Student Vaccination Rates, Vaccine Misinformation at HELP Committee Hearing",0.60,0.40,Positive,,,,u,,u
"The development of the vaccine was done in Grant Medical College, Mumbai. And the vaccine developed was then tried on prisoners of Byculla jail. Hes also credited for development of a cholera vaccine which possibly saved millions of lives.",0.70,0.30,Positive,,,,p,,p
Thank God my kid goes to a private college that does mandate a vaccine!! Republicans have gone crazy!!,0.71,0.29,Positive,,,,p,,p
Albion is giving a year of tuition?,1.00,0.00,Positive,,,,u,,u
Sending Your Son to College? Is the Vaccine Risk Worth It?,0.44,0.56,Negative,,,,a,,a
Being required to get a vaccine to attend college is NOT being locked down. Stop being so dramatic.,0.00,1.00,Negative,,,,p,,p
American citizens may refuse vaccinations on philosophical or religious grounds.It is the same at Hillsdale College. We are not despots.,0.00,1.00,Negative,,,,a,,a
I just learned they put you in a drawing for a million dollars and/or college money if you accept the vaccine...im sorry but thats just plain weird,0.36,0.64,Negative,,,,u,,u
"hlo , plz reply I am under 18 (more than 17.5) and i m completing my 18 in aug. Month .In my country india there is no vaccine for this age i want both doses as soon as possible as i have applied study visa in ontario college canada and i have to take vaccine",0.54,0.46,Positive,,,,p,,p
"Jody, its people like you who cause the most reduction of choose. With all your wining about a mask, now they are saying you cant go to college without a vaccine. Now where is the right to choose in that. You position is effecting all of us.",1.00,0.00,Positive,,,,a,,a
SLCC joins White House-led vaccine challenge,1.00,0.00,Positive,,,,u,,u
"covid third wave has already started and my college is like take vaccine come to college you will be fine, youre in a professional course yes matlab vaccine ke baad to mujhe covid hoga hi nahi main to marne hi nahi waala shut up kariye",1.00,0.00,Positive,,,,u,,u
Tulane University is participating in the White House and the U.S. Department of Educations COVID-19 College Vaccine Challenge. Read more about the program here.,1.00,0.00,Positive,,,,u,,u
How College Students Can Say .No! to a Mandatory Vaccine,0.34,0.66,Negative,,,,a,,a
Dear sir. I had booked a slot for Covid vaccination in Mesco College of pharmacy Hyderabad but did not take vaccine. But I got certificate saying 1st dose received. My vaccine is due on 28 June. Please help me,1.00,0.00,Positive,,,,p,,p
Twitter too. A disgraced Evergreen College professor who isnt even an MD is spreading stories about the ingredient that makes the vaccine work being toxic.,0.00,1.00,Negative,,,,p,,p
I remember not being able to attend college back in the day unless I provided a complete vaccination record. How have anti-vaccine people taken over the Republican Party? We used to think they were crazy no matter the party.,0.61,0.39,Positive,,,,p,,p
"* NC State has been ruled out of the College World Series due to Covid-19 protocols, advancing Vanderbilt to the finalsCNN International * Opinion: If athletes wont get vaccine, this College World Series disaster is going to keep happeningUSA TODAY",0.00,1.00,Negative,,,,u,,u
I cant argue with this one. Doesnt help people with kids in college either. But at least #Biden got vaccine rolled out and the,0.48,0.52,Negative,,,,p,,p
Im educated &amp; do my own research; therefore Id not recommend my own sons get the vaccine or go to a college requiring them unless the heart issues are fixed. But you just want to assume &amp; insult the education/intelligence of people who disagree w/ you to feel superior to them.,0.40,0.60,Negative,,,,a,,a
"Great. Im gonna win a million, but where is all this money coming from?Nevada launches vaccine incentive lottery with cash prizes, college scholarships",1.00,0.00,Positive,,,,u,,u
"I didnt have to take a flu shot to go to college. And with the flu being more fatal (.01%) than Covid (.008%) in young people,And the vax causing heart inflammation which leads to heart failure,Should colleges be making these shots mandatory?",0.13,0.87,Negative,,,,a,,a
Even before this update I heard talk how NFL teams have between 50-80% who have taken vaccine. In the season if players test positive they could put others into quarantine and cost their teams games. I expect college and pro coaches will use NCST has an example to push vaccin,1.00,0.00,Positive,,,,u,,u
Mandatory vaccination for college students is a travesty,0.26,0.74,Negative,,,,a,,a
Wow The #Wolfpack withdrew from the College World Series because most of their team got COVID.Idiot coachs politics comment. NO YOU MORON! Its a virus. Stop listening to Trump fools! YOUR ignorance cost your school. Talk to a REAL doctor!,0.41,0.59,Negative,,,,u,,u
"Yes sir , in banglore rural distinct no one is asking for vaccination in rural areas but DCM says without vaccine no college, no CET exam but from 2 months CoWin app is not showing any data to schedule for vaccine .",0.72,0.28,Positive,,,,p,,p
I would like to know what disastrous circumstance regarding this vaccine will have to happen before they realize that giving them to these college kids is horrible. I feel like I am in Cuba,0.50,0.50,Negative,,,,a,,a
My Im not saying its a fake pandemic but Im sick of this fake pandemic boss has a son that will enter his 1st year of college this fall. The state school system his son will be attending came out with a vaccine requirement to attend (or wear a mask).,0.00,1.00,Negative,,,,a,,a
