"","text","positive","negative","assigned"
"610","  I had to get re vaccinated in college for MMR cause vaccine in 60-70s may not be EFFECTIVE.  Local universities had huge outbreaks of measles. Late 80s in NY. Re institute vaccinations for schools. Vax save lives!",0.650246305418719,0.349753694581281,"Positive"
"611","   That doesnt mean dismiss the person. If I wanted advice on navigating college football as an athlete, and how to run routes etc, Cole is someone who would probably have a valuable opinion. But his opinion about the vaccine is not it.",1,0,"Positive"
"612","(2/2)  The risk of myocarditis with covid was enough to cancel all of US college athletics.  VAERS now shows almost 300 cases after the vaccine.  How many cases of myocarditis in [very low-risk] youth is acceptable for the greater good?  Consistency and informed consent?",0.707407407407407,0.292592592592593,"Positive"
"613"," I teach online zoom / college Social Problems; so far 2 students have shown me their vaccine stickers, they were so proud. Okay, they are showing me, so I will stop telling them the vaccines importance LOL ",0.700854700854701,0.299145299145299,"Positive"
"614"," Mam i dont want to tell the college name. BUT y they r pushing all the students to take the vaccine in the name of exams. YES we will take the vaccine but it takes sometime for us.n few colleges r trying to open frm july 1st..its not fair. Plz help us. Continue online madam.",0.372448979591837,0.627551020408163,"Negative"
"615","This vaccine is making me so drowsy Im falling asleep doing college assignments ",0,1,"Negative"
"616","My cousin is still mad about getting the vaccine for college, I told him you cant go through life with a microchip on your shoulder.",0,1,"Negative"
"617","  Leave young healthy college students out of your mandated vaccine plans. ",0.692857142857143,0.307142857142857,"Positive"
"618","  I remember when the panic press said that there would be numerous college and pro athletes that would die from Covid.  He may put his team in difficulty if he gets Covid but it his choice not to get an emergency vaccine against a disease that poses no statistical threat to him",0.275229357798165,0.724770642201835,"Negative"
"619","Okay, but what about those of us who got the vaccine &amp; still arent fully protected? Fuck us? You probably should have taken more science classes at SMU (college choice says a lot), its not that simple. Hope you blow out your knee on play 1 &amp; lose everything in a house fire.  ",0.389570552147239,0.610429447852761,"Negative"
"620"," My dad told me he wouldnt be pissed if I chose not to go because of the vaccine thing and he values family a lot.. so Im definitely tempted to skip that shit. Id rather just stay in my college town and party that weekend anyway",0.764925373134328,0.235074626865672,"Positive"
"621","LSU Board wants to make COVID-19 vaccines mandatory for students: ",1,0,"Positive"
"622","Free tuition if you get a vaccine? Sign us up! Click the link to learn more about Albion Colleges new incentive. ",1,0,"Positive"
"623"," If I\m forced into retirement, so be it.Imagine blowing a career like that over a vaccine requirement when you went to college for football and probably slept through your 1 required science for non science majors class.",0.454545454545455,0.545454545454545,"Negative"
"624","Beasley shows the college scholarship that launched his career taught him nothing. Id rather die actually living: Bills Cole Beasley leans into anti-vaccine stance  ",1,0,"Positive"
"625","   What about the part where kids must be cleared by a physician to play sports in HS/college/pros. Sorry. This is ridiculous to me. Dont get the vaccine thats fine but to say its values or they cant tell me what to doDude can you get fined for wearing the wrong socks.",0.526104417670683,0.473895582329317,"Positive"
"626","LSU Board wants state to make COVID vaccine mandatory for college students",1,0,"Positive"
"627"," it\s not a vaccine passport if we change it\s name and some definitions, looks like you\re wrong bigot vaxxphobe, go to college",0.445497630331753,0.554502369668246,"Negative"
"628","  Albion is giving a year of tuition? ",1,0,"Positive"
"629","ive been feelin a little better lately cus my slightly older brother getting his vaccine appointment means mines gotta be coming soon,, however my college interview being delayed yet another week is really getting under my skin djfghjf",0.576576576576577,0.423423423423423,"Positive"
"630","     I didnt any guess cause I had already been enrolled in college and was basically taking only online classes by the time they mad that vaccine a requirement....So that was a vaccine I didnt take and Im fine with that",0.359649122807018,0.640350877192982,"Negative"
"631","  ? If he went to school in his life, which is safe to assume he did since he plays football and must have played in college and high school, hes already vaccinated for a whole lot of things. So he just doesnt want to get -another- vaccine? Why not this particular one?",0.865384615384615,0.134615384615385,"Positive"
"632","    You do know that a college student from Columbus died from heart complications following this vaccine right?!? So just stop pushing this. Its shameful.",0,1,"Negative"
"633"," Thats perfect, unfortunately some guys arent financially able to make that decision. Whatever side of the fence someone is on, Im okay with it. I choose not to get the vaccine, but if my daughter has to get it for her dorms at college,Ill do it w/her. Theres no right or wrong",0.809210526315789,0.190789473684211,"Positive"
"634","If the College of Physicians &amp; Surgeons of Ontario , ordered doctors to conceal China Flu treatments &amp; vaccine risks from patients, and people died...would that be a Criminal Code offence, or a crime against humanity, or both?   ",0,1,"Negative"
"635","Why is the Publicly funded Public Servants at the   Ontario College of Physicians and Surgeons are threatening real Covid Warriors in Doctors that have peer-revue evidence that the vaccine is Not Safe to take!? Who do they work for us or the Big Pharmaceutical Companies!",0,1,"Negative"
"636","Thank you, ! Kamala Harris &amp; other top officials paid a visit to Clark Atlanta University and the #AUC today as part of the Department of Health and Human Services #WeCanDoThis Bus Tour &amp; to issue the COVID-19 College Vaccine Challenge.Read: ",1,0,"Positive"
"637","    Assuming you went to college, youve basically gotten every other mandatory vaccine.",1,0,"Positive"
"638","Young men shouldnt have to choose between heart problems or the college campus experience.  #WashTimesOpEd ",0,1,"Negative"
"639","Sadly vaccine  hesitancy continues COVID19 in England are doubling every 11days, according 2 Imperial Colleges ongoing REACT study on around 110K home swabtests taken between 20May &amp;7June most infections seen in Children,young adults&amp;also rising in older people Pl get vaccinated",0,1,"Negative"
"640","Congratulations to Danielle Hannon of Davis College, Summerhill, Mallow, Co. Cork on receiving a medal in the YEOTY 2020 National Awards for her project Social Science: The HPV Vaccine, Life or Death? 1 ",0.719135802469136,0.280864197530864,"Positive"
"641","KEY POINT: The drawings are not exclusive to people vaccinated after Thursdays announcement.Already got your #COVID19 vaccine? Youre good to go! ",0.699481865284974,0.300518134715026,"Positive"
"642","TOMORROW/SATURDAY - Free#Juneteenth Grab &amp; Go Lunch AND #COVIDVaccine EventJune 19th, 10AM - 2PM  is welcome to schedule a #vaccine appointment - use ",1,0,"Positive"
"643","I [Lauren] joined VTS to uplift vaccine and public health literacy during my post-college gap year; to my surprise, I have been able to explore various creative outlets and gained invaluable mentors along the way ",1,0,"Positive"
