"","clean_text","date","text","retweet_count","favorite_count","reply"
"1039","im surprsied my college provide free vaccine, bcus i expect the worst lol.and its sinovac on top of that.but for now its only for the local student?  still waiting they allow nonn-local student to be able to get it.",2021-06-20 00:06:41,"b'im surprsied my college provide free vaccine, bcus i expect the worst lol.\nand its sinovac on top of that.\nbut for now its only for the local student?  still waiting they allow nonn-local student to be able to get it.'",0,0,0
"1040","also 32 years old with $32.5 Million in career earnings with 468 receptions only 32 TDs so....  thats a lot of high speed hits for a small guy not including college/pre-season etc.Is it really about the Vaccine or the money even after taxes in the bank? Id retire 2 ",2021-06-20 00:02:44,"b""also 32 years old with $32.5 Million in career earnings with 468 receptions only 32 TDs so.... @jason_may1 that's a lot of high speed hits for a small guy not including college/pre-season etc.\n\nIs it really about the Vaccine or the money even after taxes in the bank? I'd retire 2 https://t.co/bPsgo3Mhnl""",0,1,0
"1041","New post: Clark Atlanta University welcomes Vice President Kamala Harris and accepts The White House COVID-19 college vaccine challenge Harris issued the challenge as ",2021-06-19 23:55:18,"b'New post: Clark Atlanta University welcomes Vice President Kamala Harris and accepts The White House COVID-19 college vaccine challenge Harris issued the challenge as https://t.co/3SAmabVTZl'",0,0,0
"1042"," He had to get a vaccine to attend elementary school. High school and college...gtfoh",2021-06-19 23:55:13,"b'@myfox8 He had to get a vaccine to attend elementary school. High school and college...gtfoh'",0,0,1
"1043","A college in #Tennessee plans to charge students who have not gotten a #Vaccine for #COVID19 over $1,000 per semester, pending the full approval of the vaccines. ",2021-06-19 23:40:01,"b'A college in #Tennessee plans to charge students who have not gotten a #Vaccine for #COVID19 over $1,000 per semester, pending the full approval of the vaccines. https://t.co/zXHYdPneMO'",80,64,0
"1044","Vaccine Development, Testing, and Regulation%E2%80%94+A+Vaccine+History+Project+of+The+College+of+Physicians+of+Philadelphia ",2021-06-19 23:39:49,"b'Vaccine Development, Testing, and Regulation%E2%80%94+A+Vaccine+History+Project+of+The+College+of+Physicians+of+Philadelphia https://t.co/X4wfLuuA2D'",0,0,0
"1045","This guy nails it  . Stop mandatory testing and mandatory experimental shots to keep job or go to college. Criminal Truth is coming out Waiting for your press conference. Enough already H1N1 vaccine killed 53 it is stopped. 6000 deaths from C19 shot. Still being pushed ",2021-06-19 23:29:15,"b'This guy nails it @LarryHogan . Stop mandatory testing and mandatory experimental shots to keep job or go to college. Criminal Truth is coming out Waiting for your press conference. Enough already H1N1 vaccine killed 53 it is stopped. 6000 deaths from C19 shot. Still being pushed https://t.co/zyq97exrG0'",0,0,0
"1046"," Brampton! A temporary vaccine clinic is opening at at Sheridan College! Limited appointments are available through the Provincial booking system. ",2021-06-19 23:27:00,"b' Brampton! A temporary vaccine clinic is opening at at Sheridan College! \n\nLimited appointments are available through the Provincial booking system. \n\nhttps://t.co/3my2rr1gYY'",19,31,0
"1047","... University of Toronto, Western University and Fanshawe College are among just a small handful of Canadian post-secondary institutions that have announced vaccine requirements for the upcoming school year  and only for students living in residence. ",2021-06-19 23:22:09,"b'""... University of Toronto, Western University and Fanshawe College are among just a small handful of Canadian post-secondary institutions that have announced vaccine requirements for the upcoming school year  and only for students living in residence."" https://t.co/6W4LgXFxMm'",0,0,0
"1048","I called my Congressman Chris Smith to help me navigate my 20 year old son going back to college where they informed him he can not return without proof of a vaccination!Its been almost 2weeks &amp; no response.I will call again on Monday! This cant be Constitutional!Forced vaccine",2021-06-19 23:06:19,"b'I called my Congressman Chris Smith to help me navigate my 20 year old son going back to college where they informed him he can not return without proof of a vaccination!Its been almost 2weeks &amp; no response.I will call again on Monday! This cant be Constitutional!Forced vaccine'",0,1,0
"1049","Get enrolled, get jabbed: Community college makes it easy - Associated Press ",2021-06-19 23:05:06,"b'Get enrolled, get jabbed: Community college makes it easy - Associated Press https://t.co/B5MAF9Axe9 https://t.co/5Qz1ShyF3j'",0,0,0
"1050","Despite the rain, a drive thru COVID-19 vaccine clinic at Trenholm State Community College persisted in its mission to provide shots in west Montgomery. ",2021-06-19 22:19:52,"b'Despite the rain, a drive thru COVID-19 vaccine clinic at Trenholm State Community College persisted in its mission to provide shots in west Montgomery. https://t.co/vPZPMyCAKq'",1,3,0
"1051","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,396,Dose2 Capacity: 418,392,Dates Available: 20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-19 22:03:45,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,396,\nDose2 Capacity: 418,392,\nDates Available: 20-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1052"," I feel like we need the childs placemat at friendlys equivalent of an explanation to get people like Cole to understand the vaccine doesnt make you immune  also true.silly me for thinking I did research in college reading things written by experts in the fields ",2021-06-19 21:28:31,"b'@STLCards327 I feel like we need the childs placemat at friendlys equivalent of an explanation to get people like Cole to understand the vaccine doesnt make you immune  also true.silly me for thinking I did research in college reading things written by experts in the fields '",0,1,1
"1053","  Im only answering your questions to why people are hesitant in relation to your comparison to college mandated vaccines. A lot of people feel better about the risk of contracted covid than the unknown affects of a vaccine not properly vetted",2021-06-19 21:19:29,"b'@JimmyJa05450580 @CNN Im only answering your questions to why people are hesitant in relation to your comparison to college mandated vaccines. A lot of people feel better about the risk of contracted covid than the unknown affects of a vaccine not properly vetted'",0,0,1
"1054","                                        This is crazy. Dem states wont let them come to college without vaccine. Some pro games wont allow people in without cars showing vaccine.",2021-06-19 21:12:29,"b""@GalaxyShand2 @Lisaisback21 @LadydeeAz @ezrocks0011 @Cw2117 @howienudet @mal1976retaf @BrewDaMan @theCutemartian1 @Bruce37074875 @don85375 @WeidnerRoger @A_Wonderful_Lif @enufs_enuf @meaculpau27 @ClearwaterBK @jjstyx @GoneNknFtz @LhedgehogF @frickmick @dcpurcell @EverythingDoubt @BalladBelinda @veteran423 @real_vt16 @bly_nell @kithercbaby @NormanF43041800 @camdy_2cane @Ephraimzimbali1 @us_poll @JackJac35034302 @TheFoghornLegh1 @LissaThinks @lavo323 @Irwbpk @Brenro4 @warrenwarmachi1 @TaxLLM @SirThugsBunnyOG This is crazy. Dem states won't let them come to college without vaccine. Some pro games won't allow people in without cars showing vaccine.""",1,4,1
"1055","  Stop being ignorant. This is not a medical procedure. Its a vaccine. Should be required. Just like ones you need for kindergarten or college or to travel certain places. Stop the bs, grow up, get vaccinated! Stop spread to others and helping this virus mutate.",2021-06-19 20:36:18,"b'@therooferking @Bease11 Stop being ignorant. This is not a medical procedure. Its a vaccine. Should be required. Just like ones you need for kindergarten or college or to travel certain places. Stop the bs, grow up, get vaccinated! Stop spread to others and helping this virus mutate.'",0,2,1
"1056"," Then he can retire.  Just like if you didnt have your vaccines to go to college, you cant attend.  Thats their choice too.  Is the meningococcal vaccine necessary in your opinion?  Its not like that is circulating the earth killing millions of people.",2021-06-19 20:35:40,"b'@CNN Then he can retire.  Just like if you didnt have your vaccines to go to college, you cant attend.  Thats their choice too.  Is the meningococcal vaccine necessary in your opinion?  Its not like that is circulating the earth killing millions of people.'",2,18,1
"1057","   Do you know who requires you to take vaccines? Colleges. If you have taken a college course, you kid, have taken a vaccine. And that means you are nothing more than a sheep (or your parents are). Congratulations.",2021-06-19 20:15:45,"b'@mclingenpeel12 @BeardMothers @Bease11 Do you know who requires you to take vaccines? Colleges. If you have taken a college course, you kid, have taken a vaccine. And that means you are nothing more than a sheep (or your parents are). Congratulations.'",0,0,1
"1058","Vaccination slot available On:  - Date: 21-06-2021 - For Age(+): 18 - Slot Available: 113 - Vaccine : COVISHIELDIn P.D. PANDYA COLLEGE, NA-, Ahmedabad Corporation, Gujarat, 380050 Fee: Free #COVID19 #Vaccine #CovidIndia #vaccination #Cowin #India",2021-06-19 20:11:07,"b'Vaccination slot available On: \n\n - Date: 21-06-2021\n - For Age(+): 18\n - Slot Available: 113\n - Vaccine : COVISHIELD\n\nIn P.D. PANDYA COLLEGE, NA-, Ahmedabad Corporation, Gujarat, 380050 \n\nFee: Free\n #COVID19 #Vaccine #CovidIndia #vaccination #Cowin #India'",0,0,0
"1059","Vaccination slot available On:  - Date: 20-06-2021 - For Age(+): 18 - Slot Available: 149 - Vaccine : COVISHIELDIn P.D. PANDYA COLLEGE, NA-, Ahmedabad Corporation, Gujarat, 380050 Fee: Free #COVID19 #Vaccine #CovidIndia #vaccination #Cowin #India",2021-06-19 20:10:46,"b'Vaccination slot available On: \n\n - Date: 20-06-2021\n - For Age(+): 18\n - Slot Available: 149\n - Vaccine : COVISHIELD\n\nIn P.D. PANDYA COLLEGE, NA-, Ahmedabad Corporation, Gujarat, 380050 \n\nFee: Free\n #COVID19 #Vaccine #CovidIndia #vaccination #Cowin #India'",0,0,0
"1060"," My Daughter found a great Nanny Gig while home from College this Summer.  First question, vaccinated, check!  The folks were extra appreciative and gave her even more money since they were having trouble finding kids who were willing to get the vaccine.  Unreal.",2021-06-19 19:59:53,"b'@Shoulder2LeanOn My Daughter found a great Nanny Gig while home from College this Summer.  First question, vaccinated, check!  The folks were extra appreciative and gave her even more money since they were having trouble finding kids who were willing to get the vaccine.  Unreal.'",0,7,1
"1061"," Because of personal religious issues.The vaccine being in trial stage. You mean to tell me that after a year of being in the pandemic, there is just a magical vaccine that only took 1 year to prepare? Only reason why I did get it was because I wanna play college football. ",2021-06-19 19:51:50,"b'@marlon_humphrey Because of personal religious issues.\n\nThe vaccine being in trial stage. You mean to tell me that after a year of being in the pandemic, there is just a magical vaccine that only took 1 year to prepare? \n\nOnly reason why I did get it was because I wanna play college football. '",0,0,1
"1062","Hooray for #COVID19 vaccine distribution! Its about time students returned to experience the best of college on campus. Read up on how colleges across the country are planning returns to campus life from . ",2021-06-19 19:35:02,"b""Hooray for #COVID19 vaccine distribution! It's about time students returned to experience the best of college on campus. Read up on how colleges across the country are planning returns to campus life from @HC_Ready. https://t.co/H1KAo7ddbf""",1,2,0
"1063","Clark Atlanta University Welcomes Vice President Kamala Harris To CAU And Accepts The White House COVID-19 College Vaccine Challenge ",2021-06-19 19:31:19,"b'Clark Atlanta University Welcomes Vice President Kamala Harris To CAU And Accepts The White House COVID-19 College Vaccine Challenge https://t.co/HP3qjEmpJX'",0,0,0
"1064"," My friends daughter has full ride track scholarship at major Florida college. She had covid with little effects. Then pressured into getting vaccine. 1 week after vaccine developed major lung issues. Cant run track anymore this year after having ZERO issues running all season.",2021-06-19 19:19:33,"b""@Bease11 My friends daughter has full ride track scholarship at major Florida college. She had covid with little effects. Then pressured into getting vaccine. 1 week after vaccine developed major lung issues. Can't run track anymore this year after having ZERO issues running all season.""",5,14,1
"1065","according to kings college you can have a high chance of getting covid after two vaccines read ",2021-06-19 18:25:48,"b'according to kings college you can have a high chance of getting covid after two vaccines read https://t.co/ohKPk87t11'",0,2,0
"1066","Oberlin College has signed on to the  COVID-19 College Vaccine Challenge, joining more than 600 colleges and universities taking the pledge to be a Vaccine Champion College: ",2021-06-19 17:51:02,"b'Oberlin College has signed on to the @WhiteHouse COVID-19 College Vaccine Challenge, joining more than 600 colleges and universities taking the pledge to be a Vaccine Champion College: https://t.co/TkXIg6CjZc https://t.co/hYaPxbfwvM'",1,8,0
"1067","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,399,Dose2 Capacity: 416,393,Dates Available: 20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-19 17:48:04,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,399,\nDose2 Capacity: 416,393,\nDates Available: 20-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1068","my vaccine site was closed today for some reason  but I did get to see someone do aggressive donuts in the parking lot of my old college",2021-06-19 17:36:39,"b'my vaccine site was closed today for some reason  but I did get to see someone do aggressive donuts in the parking lot of my old college'",0,2,1
"1069","How tf you sit out a whole year of college ball cuz of COVID, then when a vaccine is made for COVID, you dont wanna take it and evvvvvvvveryone has to know that youre not taking it? Fucking dumb if you ask me. Like I said, at least shut the fuck up about it",2021-06-19 17:29:23,"b'How tf you sit out a whole year of college ball cuz of COVID, then when a vaccine is made for COVID, you dont wanna take it and evvvvvvvveryone has to know that youre not taking it? Fucking dumb if you ask me. Like I said, at least shut the fuck up about it'",1,1,0
"1070","   I have taken a college stats class and passed with an A. I have also taken history and government classes. I am currently on track to graduate college a year early. I know it is my right to not take an experimental vaccine if I choose not to. So thanks for your insight",2021-06-19 17:28:00,"b'@Frank_Drebin_ @BeardMothers @Bease11 I have taken a college stats class and passed with an A. I have also taken history and government classes. I am currently on track to graduate college a year early. I know it is my right to not take an experimental vaccine if I choose not to. So thanks for your insight'",0,0,1
"1071","   Way to deflect your minimal understanding of basic statistics! You take a community college course on intro to basic statistics, it might really change your outlook on things like the vaccine. Maybe your ignorance in statistics is creating an inadvertent mental block!",2021-06-19 17:19:49,"b'@mclingenpeel12 @BeardMothers @Bease11 Way to deflect your minimal understanding of basic statistics! You take a community college course on intro to basic statistics, it might really change your outlook on things like the vaccine. Maybe your ignorance in statistics is creating an inadvertent mental block!'",0,0,1
"1072","  Wow. Read ur Twitter page sounds like ur wallowing in a lot of anger there my friend.hows that working 4 ya ?  (&amp; get the dam vaccine, there aint no chip in it. 4 gods sake, your college educated, get w it, stop feeling sorry 4 yourself and be grateful U can get poked !",2021-06-19 17:09:59,"b'@newdv8dv8dv8 @funder Wow. Read ur Twitter page sounds like ur wallowing in a lot of anger there my friend.hows that working 4 ya ?  (&amp; get the dam vaccine, there aint no chip in it. 4 gods sake, your college educated, get w it, stop feeling sorry 4 yourself and be grateful U can get poked !'",0,0,1
"1073","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [18,45],Dose1 Capacity: 1,401,Dose2 Capacity: 420,394,Dates Available: 20-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE",2021-06-19 16:53:04,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [18,45],\nDose1 Capacity: 1,401,\nDose2 Capacity: 420,394,\nDates Available: 20-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
"1074","TODAY: West End YMCA at College &amp; Dovercourt is hosting a pop-up YOUTH vaccine clinic for AGES 12 - 29. FIRST DOSE ONLY (PFIZER)Date:  Saturday, June 19Time: 11AM to 3PMWest End YMCA (931 College Street at Dovercourt) ",2021-06-19 16:50:55,"b'TODAY: West End YMCA at College &amp; Dovercourt is hosting a pop-up YOUTH vaccine clinic for AGES 12 - 29. \n\nFIRST DOSE ONLY (PFIZER)\n\nDate:  Saturday, June 19\nTime: 11AM to 3PM\nWest End YMCA (931 College Street at Dovercourt) https://t.co/5E9HlQw6Lx'",4,11,0
"1075","  So you expect over 600,000 people in the U.S. will die from the vaccine? There are zero reasons to think this. Shame, lemme guess.  Some high school, but no college.  Right?",2021-06-19 16:45:24,"b'@tattoo_bunnys @MichaelRapaport So you expect over 600,000 people in the U.S. will die from the vaccine? There are zero reasons to think this. Shame, lemme guess.  Some high school, but no college.  Right?'",0,6,1
"1076","I was surprised to receive a call for 2nd dose of Covaxin vaccine from NHM Assam for my wife and daughter at North Guwahati college. Never expected such efficiency and dedication. Salute to    ",2021-06-19 16:41:55,"b'I was surprised to receive a call for 2nd dose of Covaxin vaccine from NHM Assam for my wife and daughter at North Guwahati college. Never expected such efficiency and dedication. Salute to @himantabiswa @keshab_mahanta @nhm_assam @PomiBaruah'",1,79,0
